Type,OdName,AreaName,RegName,DevName,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,,,,,,,,
Emigrants,Martinique,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Mauritania,Africa,Western Africa,Less developed regions,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Mauritius,Africa,Eastern Africa,Less developed regions,3,1,1,3,1,8,3,4,5,4,1,0,3,1,0,4,1,2,0,0,1,0,1,2,1,3,2,6,5,3,..,..,..,..,,,,,,,,
Emigrants,Mayotte,Africa,Eastern Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Mexico,Latin America and the Caribbean,Central America,Less developed regions,2,0,8,0,5,3,2,9,3,5,6,9,6,8,11,14,6,15,18,20,17,8,9,23,21,33,22,17,32,30,..,..,..,..,,,,,,,,
Emigrants,Micronesia (Federated States of),Oceania,Micronesia,Less developed regions,1,0,1,0,0,0,0,0,0,0,2,2,0,0,3,1,5,1,1,0,0,1,0,0,6,2,1,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Monaco,Europe,Western Europe,More developed regions,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Mongolia,Asia,Eastern Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,12,2,8,6,5,5,12,6,5,3,13,..,..,..,..,,,,,,,,
Emigrants,Montenegro,Europe,Southern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Montserrat,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Morocco,Africa,Northern Africa,Less developed regions,0,0,0,0,0,2,1,1,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,2,0,2,1,..,..,..,..,,,,,,,,
Emigrants,Mozambique,Africa,Eastern Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,..,..,..,..,,,,,,,,
Emigrants,Myanmar,Asia,South-Eastern Asia,Less developed regions,2,3,1,4,3,3,1,0,0,3,0,2,5,1,8,2,1,4,7,6,9,3,8,7,5,6,7,0,1,2,..,..,..,..,,,,,,,,
Emigrants,Namibia,Africa,Southern Africa,Less developed regions,2,0,0,1,0,0,0,0,0,0,1,1,0,0,9,10,2,0,1,0,0,0,3,1,3,0,1,4,2,0,..,..,..,..,,,,,,,,
Emigrants,Nauru,Oceania,Micronesia,Less developed regions,1,1,1,5,3,2,0,1,0,7,4,4,3,5,1,5,1,0,3,2,5,5,2,2,2,4,0,1,4,0,..,..,..,..,,,,,,,,
Emigrants,Nepal,Asia,Southern Asia,Less developed regions,6,3,1,1,3,0,2,2,0,4,1,2,1,15,8,20,19,14,2,21,21,23,10,15,35,24,14,14,9,32,..,..,..,..,,,,,,,,
Emigrants,Netherlands,Europe,Western Europe,More developed regions,329,269,291,327,392,396,469,317,353,421,377,374,430,275,241,229,242,292,335,322,340,334,285,250,226,243,250,294,320,268,..,..,..,..,,,,,,,,
Emigrants,New Caledonia,Oceania,Melanesia,Less developed regions,0,1,0,1,1,1,2,0,6,6,10,11,7,13,7,8,11,8,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,New Zealand,Oceania,Australia and New Zealand,More developed regions,53348,48952,37588,24941,30331,43894,50093,49019,58017,49670,35959,30603,30808,30440,34008,37418,40743,44273,48273,53215,58680,56031,42112,38859,43190,49201,47616,55645,60602,41558,..,..,..,..,,,,,,,,
Emigrants,Nicaragua,Latin America and the Caribbean,Central America,Less developed regions,4,1,2,0,0,0,0,0,0,4,2,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Niger,Africa,Western Africa,Less developed regions,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Nigeria,Africa,Western Africa,Less developed regions,2,3,2,2,4,5,2,0,0,3,2,3,5,0,7,6,2,0,3,3,0,0,8,4,12,8,5,9,3,1,..,..,..,..,,,,,,,,
Emigrants,Niue,Oceania,Polynesia,Less developed regions,19,28,22,26,43,32,34,36,25,10,22,18,9,14,21,7,7,6,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Northern Mariana Islands,Oceania,Micronesia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Norway,Europe,Northern Europe,More developed regions,11,17,7,10,13,12,15,7,18,12,7,8,34,40,27,8,22,38,17,16,31,25,34,66,39,82,43,48,31,30,..,..,..,..,,,,,,,,
Emigrants,Oman,Asia,Western Asia,Less developed regions,0,0,0,0,0,0,5,2,1,0,1,3,1,1,5,8,4,5,0,0,3,2,2,5,3,11,2,10,16,27,..,..,..,..,,,,,,,,
Emigrants,Pakistan,Asia,Southern Asia,Less developed regions,3,6,3,5,10,4,7,6,4,11,8,8,5,14,9,12,15,9,24,11,10,14,20,29,22,42,23,21,14,39,..,..,..,..,,,,,,,,
Emigrants,Palau,Oceania,Micronesia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Panama,Latin America and the Caribbean,Central America,Less developed regions,0,0,0,0,3,1,1,0,2,1,1,0,1,0,1,0,0,1,3,0,0,0,0,1,3,0,0,1,0,1,..,..,..,..,,,,,,,,
Emigrants,Papua New Guinea,Oceania,Melanesia,Less developed regions,10,28,12,23,19,27,8,9,21,29,26,48,44,87,45,63,59,73,55,51,47,47,57,55,52,48,66,62,80,64,..,..,..,..,,,,,,,,
Emigrants,Paraguay,Latin America and the Caribbean,South America,Less developed regions,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,1,1,10,1,1,7,2,3,1,2,1,8,..,..,..,..,,,,,,,,
Emigrants,Peru,Latin America and the Caribbean,South America,Less developed regions,6,0,1,4,4,4,9,12,5,5,13,8,4,0,6,4,10,2,3,2,2,8,2,4,14,11,17,9,10,4,..,..,..,..,,,,,,,,
Emigrants,Philippines,Asia,South-Eastern Asia,Less developed regions,18,22,32,18,15,37,27,45,47,98,142,181,124,93,86,67,83,120,111,128,80,89,120,81,105,85,106,119,216,386,..,..,..,..,,,,,,,,
Emigrants,Poland,Europe,Eastern Europe,More developed regions,10,13,14,10,10,19,5,9,12,18,11,25,29,6,6,18,12,11,1,10,10,4,20,9,10,17,11,19,30,33,..,..,..,..,,,,,,,,
Emigrants,Portugal,Europe,Southern Europe,More developed regions,4,2,0,1,2,3,3,1,7,5,2,2,5,7,3,10,5,6,11,7,2,8,8,9,3,6,12,3,13,12,..,..,..,..,,,,,,,,
Emigrants,Puerto Rico,Latin America and the Caribbean,Caribbean,Less developed regions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Qatar,Asia,Western Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Republic of Korea,Asia,Eastern Asia,Less developed regions,60,63,21,63,22,105,83,107,68,56,45,111,130,154,148,310,605,865,999,723,664,738,1252,2374,2962,2475,1754,1766,2004,2064,..,..,..,..,,,,,,,,
Emigrants,Republic of Moldova,Europe,Eastern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,1,..,..,..,..,,,,,,,,
Emigrants,Réunion,Africa,Eastern Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Romania,Europe,Eastern Europe,More developed regions,1,3,0,3,4,3,4,0,4,1,0,1,3,1,1,1,5,5,2,7,2,9,8,5,11,25,22,28,57,32,..,..,..,..,,,,,,,,
Emigrants,Russian Federation,Europe,Eastern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,20,20,44,39,41,56,27,37,45,51,48,57,60,53,64,..,..,..,..,,,,,,,,
Emigrants,Rwanda,Africa,Eastern Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,..,..,..,..,,,,,,,,
Emigrants,Saint Helena,Africa,Western Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Saint Kitts and Nevis,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Saint Lucia,Latin America and the Caribbean,Caribbean,Less developed regions,2,0,0,0,1,0,2,0,0,2,2,1,0,0,1,0,5,0,0,0,2,0,0,0,2,6,0,1,4,5,..,..,..,..,,,,,,,,
Emigrants,Saint Pierre and Miquelon,Northern America,Northern America,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Saint Vincent and the Grenadines,Latin America and the Caribbean,Caribbean,Less developed regions,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,..,..,..,..,,,,,,,,
Emigrants,Samoa,Oceania,Polynesia,Less developed regions,828,834,540,457,583,678,676,721,900,699,708,1118,946,671,495,429,375,498,366,406,296,248,243,222,296,333,307,344,453,487,..,..,..,..,,,,,,,,
Emigrants,San Marino,Europe,Southern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,,,,,,,,
Emigrants,Sao Tome and Principe,Africa,Middle Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Saudi Arabia,Asia,Western Asia,Less developed regions,0,0,0,5,0,0,0,0,0,0,0,3,0,1,2,15,6,14,0,0,0,1,8,5,15,17,10,30,55,61,..,..,..,..,,,,,,,,
Emigrants,Senegal,Africa,Western Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Serbia,Europe,Southern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,..,..,..,..,,,,,,,,
Emigrants,Seychelles,Africa,Eastern Africa,Less developed regions,2,0,0,0,1,0,2,1,0,0,4,1,0,1,0,1,0,0,0,1,0,0,4,1,1,6,3,2,2,7,..,..,..,..,,,,,,,,
Emigrants,Sierra Leone,Africa,Western Africa,Less developed regions,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,4,1,0,..,..,..,..,,,,,,,,
Emigrants,Singapore,Asia,South-Eastern Asia,Less developed regions,65,76,82,66,81,80,50,48,63,101,88,137,123,78,75,79,82,89,65,64,81,111,69,69,84,84,100,122,97,112,..,..,..,..,,,,,,,,
Emigrants,Slovakia,Europe,Eastern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,2,4,6,5,8,3,18,24,22,..,..,..,..,,,,,,,,
Emigrants,Slovenia,Europe,Southern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,8,7,5,3,5,6,9,5,9,4,..,..,..,..,,,,,,,,
Emigrants,Solomon Islands,Oceania,Melanesia,Less developed regions,10,3,4,8,2,9,11,6,6,28,20,16,21,26,18,19,45,42,38,38,44,55,57,61,74,31,30,35,57,25,..,..,..,..,,,,,,,,
Emigrants,Somalia,Africa,Eastern Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,..,..,..,..,,,,,,,,
Emigrants,South Africa,Africa,Southern Africa,Less developed regions,94,70,41,49,61,26,30,47,54,54,46,52,34,27,38,92,95,123,152,209,247,257,256,252,357,375,441,429,493,674,..,..,..,..,,,,,,,,
Emigrants,Spain,Europe,Southern Europe,More developed regions,4,1,3,3,0,4,3,3,3,9,14,7,11,8,11,4,4,7,13,7,9,18,15,17,23,25,28,25,26,21,..,..,..,..,,,,,,,,
Emigrants,Sri Lanka,Asia,Southern Asia,Less developed regions,26,24,24,27,20,18,23,25,41,25,38,53,47,40,24,38,31,52,72,74,51,48,52,91,79,57,46,55,54,89,..,..,..,..,,,,,,,,
Emigrants,Occupied Palestinian Territory,Asia,Western Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Sudan,Africa,Northern Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,..,..,..,..,,,,,,,,
Emigrants,Suriname,Latin America and the Caribbean,South America,Less developed regions,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Swaziland,Africa,Southern Africa,Less developed regions,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,..,..,..,..,,,,,,,,
Emigrants,Sweden,Europe,Northern Europe,More developed regions,18,19,26,22,25,29,23,41,74,64,71,59,83,60,58,51,49,64,77,63,80,87,67,78,79,89,82,76,103,108,..,..,..,..,,,,,,,,
Emigrants,Switzerland,Europe,Western Europe,More developed regions,79,98,73,64,59,70,61,95,69,79,89,68,63,60,61,68,89,75,90,61,76,62,95,82,62,73,72,82,82,76,..,..,..,..,,,,,,,,
Emigrants,Syrian Arab Republic,Asia,Western Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,1,0,2,0,6,2,0,1,2,1,0,..,..,..,..,,,,,,,,
Emigrants,Tajikistan,Asia,Central Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,2,..,..,..,..,,,,,,,,
Emigrants,Thailand,Asia,South-Eastern Asia,Less developed regions,47,20,21,28,28,32,24,21,42,52,60,143,184,142,182,256,332,332,317,416,349,394,317,357,342,272,290,226,279,276,..,..,..,..,,,,,,,,
Emigrants,The former Yugoslav Republic of Macedonia,Europe,Southern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,2,6,1,3,3,6,2,1,7,3,6,..,..,..,..,,,,,,,,
Emigrants,Timor-Leste,Asia,South-Eastern Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,3,0,3,2,0,..,..,..,..,,,,,,,,
Emigrants,Togo,Africa,Western Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Tokelau,Oceania,Polynesia,Less developed regions,7,6,10,13,5,8,5,23,6,2,3,3,2,3,2,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Tonga,Oceania,Polynesia,Less developed regions,377,340,220,225,172,247,218,194,314,253,361,520,414,271,241,236,211,287,318,346,274,194,248,229,236,209,216,173,237,267,..,..,..,..,,,,,,,,
Emigrants,Trinidad and Tobago,Latin America and the Caribbean,Caribbean,Less developed regions,1,3,2,0,1,2,0,1,0,1,3,0,0,1,1,1,0,0,0,1,1,2,3,2,0,0,3,2,4,4,..,..,..,..,,,,,,,,
Emigrants,Tunisia,Africa,Northern Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,..,..,..,..,,,,,,,,
Emigrants,Turkey,Asia,Western Asia,Less developed regions,2,0,0,1,4,0,0,0,2,1,3,4,6,5,2,10,10,13,20,10,6,13,11,7,16,19,8,6,17,24,..,..,..,..,,,,,,,,
Emigrants,Turkmenistan,Asia,Central Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,..,..,..,..,,,,,,,,
Emigrants,Turks and Caicos Islands,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Tuvalu,Oceania,Polynesia,Less developed regions,2,8,0,1,7,3,4,3,5,4,10,14,16,14,9,8,9,7,18,35,34,29,43,45,29,25,25,12,20,18,..,..,..,..,,,,,,,,
Emigrants,Uganda,Africa,Eastern Africa,Less developed regions,3,2,3,5,1,2,11,1,0,0,2,0,2,6,0,0,1,0,0,0,1,0,5,7,1,0,1,1,0,3,..,..,..,..,,,,,,,,
Emigrants,Ukraine,Europe,Eastern Europe,More developed regions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,5,7,4,3,7,15,11,9,14,15,7,..,..,..,..,,,,,,,,
Emigrants,United Arab Emirates,Asia,Western Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,..,..,..,..,,,,,,,,
Emigrants,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,More developed regions,6114,4294,2771,2904,3208,3196,2924,3264,3760,3688,3208,3038,2772,2131,2091,2380,2491,3080,3614,3213,3297,3359,3233,3330,3274,3888,3735,4261,4437,4237,..,..,..,..,,,,,,,,
Emigrants,United Republic of Tanzania,Africa,Eastern Africa,Less developed regions,5,2,10,3,3,0,2,1,3,8,2,8,10,2,3,3,2,0,0,15,4,3,12,9,5,4,4,7,1,7,..,..,..,..,,,,,,,,
Emigrants,United States of America,Northern America,Northern America,More developed regions,815,827,782,729,766,852,736,724,820,724,836,884,886,716,769,785,972,1022,1124,884,1049,1003,905,1063,1059,1265,1176,1128,1333,1267,..,..,..,..,,,,,,,,
Emigrants,United States Virgin Islands,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Uruguay,Latin America and the Caribbean,South America,Less developed regions,3,0,5,0,1,1,0,0,0,2,0,0,4,1,4,4,6,5,14,12,6,7,7,5,15,33,25,16,15,40,..,..,..,..,,,,,,,,
Emigrants,Uzbekistan,Asia,Central Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,..,..,..,..,,,,,,,,
Emigrants,Vanuatu,Oceania,Melanesia,Less developed regions,6,4,4,5,3,3,7,2,8,4,4,4,11,15,7,8,10,6,16,21,19,26,13,14,17,21,7,9,17,25,..,..,..,..,,,,,,,,
Emigrants,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America,Less developed regions,0,0,0,0,2,2,2,0,1,3,6,3,2,6,1,1,1,0,1,3,4,2,8,1,2,2,2,6,3,1,..,..,..,..,,,,,,,,
Emigrants,Viet Nam,Asia,South-Eastern Asia,Less developed regions,3,4,7,6,18,14,7,20,13,2,3,2,3,10,5,3,5,5,14,22,34,35,61,80,128,137,119,92,121,109,..,..,..,..,,,,,,,,
Emigrants,Wallis and Futuna Islands,Oceania,Polynesia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Western Sahara,Africa,Northern Africa,Less developed regions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Emigrants,Yemen,Asia,Western Asia,Less developed regions,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,4,1,0,1,0,0,0,0,0,1,1,..,..,..,..,,,,,,,,
Emigrants,Zambia,Africa,Eastern Africa,Less developed regions,2,2,3,5,6,10,1,1,1,4,2,2,1,3,7,1,6,0,10,1,7,6,1,4,4,10,4,12,18,3,..,..,..,..,,,,,,,,
Emigrants,Zimbabwe,Africa,Eastern Africa,Less developed regions,7,18,8,9,12,10,12,4,4,9,10,6,6,7,4,8,5,6,8,6,6,13,17,22,50,48,45,40,39,34,..,..,..,..,,,,,,,,
Emigrants,Unknown,Other,Other,Unknown,63,83,56,8,31,47,76,237,320,23,83,112,81,61,89,150,252,267,267,231,182,110,78,86,281,138,169,107,29,16,..,..,..,..,,,,,,,,
Immigrants,Afghanistan,Asia,Southern Asia,Less developed regions,0,0,3,0,1,14,0,15,3,0,27,16,11,11,23,8,13,8,21,101,199,184,289,101,627,153,48,242,75,158,..,..,..,..,,,,,,,,
Immigrants,Albania,Europe,Southern Europe,More developed regions,0,0,0,4,2,0,1,1,0,0,1,1,0,0,4,1,0,1,2,63,0,5,8,3,10,6,0,6,5,3,..,..,..,..,,,,,,,,
Immigrants,Algeria,Africa,Northern Africa,Less developed regions,0,0,0,0,1,0,0,0,0,0,2,4,1,6,6,14,13,13,3,5,1,0,4,8,5,7,2,11,2,7,..,..,..,..,,,,,,,,
Immigrants,American Samoa,Oceania,Polynesia,Less developed regions,6,5,15,3,5,9,5,11,18,14,15,5,8,4,4,19,7,11,0,1,0,5,2,9,5,0,0,0,4,1,..,..,..,..,,,,,,,,
Immigrants,Andorra,Europe,Southern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Angola,Africa,Middle Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Anguilla,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Antigua and Barbuda,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Argentina,Latin America and the Caribbean,South America,Less developed regions,3,2,7,1,0,1,4,15,11,22,19,23,25,30,49,31,27,43,24,17,25,28,89,118,112,184,288,356,508,519,..,..,..,..,,,,,,,,
Immigrants,Armenia,Asia,Western Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,7,1,0,0,0,0,5,6,0,4,0,0,6,0,..,..,..,..,,,,,,,,
Immigrants,Aruba,Latin America and the Caribbean,Caribbean,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Australia,Oceania,Australia and New Zealand,More developed regions,4819,3834,3837,4115,4133,3681,3849,4170,3535,3539,4279,3837,3450,4069,4355,4725,5053,4626,3971,3605,3661,3916,4153,4822,5437,5120,4791,4863,4282,3886,..,..,..,..,,,,,,,,
Immigrants,Austria,Europe,Western Europe,More developed regions,19,22,16,23,19,33,32,39,58,45,42,43,28,33,36,59,49,39,49,35,49,42,67,59,75,70,73,72,70,61,..,..,..,..,,,,,,,,
Immigrants,Azerbaijan,Asia,Western Asia,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,3,6,0,2,0,3,5,2,1,..,..,..,..,,,,,,,,
Immigrants,Bahamas,Latin America and the Caribbean,Caribbean,Less developed regions,5,0,0,0,2,0,3,1,0,0,0,0,0,1,8,11,3,1,1,0,0,2,1,0,1,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Bahrain,Asia,Western Asia,Less developed regions,0,0,1,4,4,1,6,1,0,0,0,4,4,1,1,4,0,3,6,9,6,1,18,7,6,5,9,41,15,11,..,..,..,..,,,,,,,,
Immigrants,Bangladesh,Asia,Southern Asia,Less developed regions,11,11,7,5,5,16,8,7,13,11,16,5,11,97,184,839,822,106,151,118,228,179,162,157,93,73,58,80,71,98,..,..,..,..,,,,,,,,
Immigrants,Barbados,Latin America and the Caribbean,Caribbean,Less developed regions,5,8,2,4,0,2,1,1,3,1,2,1,0,0,2,4,5,0,0,1,1,0,2,7,1,1,0,1,3,0,..,..,..,..,,,,,,,,
Immigrants,Belarus,Europe,Eastern Europe,More developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,9,9,15,11,4,21,4,8,5,8,3,10,10,..,..,..,..,,,,,,,,
Immigrants,Belgium,Europe,Western Europe,More developed regions,15,8,15,23,8,12,14,17,20,25,26,15,21,18,26,55,34,40,44,42,35,58,48,57,73,127,108,107,115,131,..,..,..,..,,,,,,,,
Immigrants,Belize,Latin America and the Caribbean,Central America,Less developed regions,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,3,2,0,0,1,3,2,1,1,0,1,1,1,0,1,..,..,..,..,,,,,,,,
Immigrants,Benin,Africa,Western Africa,Less developed regions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,,,,,,,,
Immigrants,Bermuda,Northern America,Northern America,More developed regions,5,1,2,2,0,3,6,1,0,1,0,1,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,1,0,..,..,..,..,,,,,,,,
Immigrants,Bhutan,Asia,Southern Asia,Less developed regions,1,0,0,0,0,1,0,3,3,6,1,2,0,2,5,1,1,5,2,3,2,3,2,3,6,4,1,4,126,169,..,..,..,..,,,,,,,,
Immigrants,Bolivia (Plurinational State of),Latin America and the Caribbean,South America,Less developed regions,1,0,1,3,2,0,1,2,1,1,3,3,3,0,0,7,9,9,7,10,10,5,12,9,9,8,7,5,2,7,..,..,..,..,,,,,,,,
