Year,Type,OdName,AreaName,RegName,DevName,Count
1989,Emigrants,Tuvalu,Oceania,Polynesia,Developing regions,5
1989,Emigrants,Uganda,Africa,Eastern Africa,Developing regions,3
1989,Emigrants,Ukraine,Europe,Eastern Europe,Developed regions,0
1989,Emigrants,United Arab Emirates,Asia,Western Asia,Developing regions,9
1989,Emigrants,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Developed regions,13412
1989,Emigrants,United Republic of Tanzania,Africa,Eastern Africa,Developing regions,22
1989,Emigrants,United States of America,Northern America,Northern America,Developed regions,2006
1989,Emigrants,United States Virgin Islands,Latin America and the Caribbean,Caribbean,Developing regions,0
1989,Emigrants,Uruguay,Latin America and the Caribbean,South America,Developing regions,1
1989,Emigrants,Uzbekistan,Asia,Central Asia,Developing regions,0
1989,Emigrants,Vanuatu,Oceania,Melanesia,Developing regions,35
1989,Emigrants,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America,Developing regions,1
1989,Emigrants,Viet Nam,Asia,South-Eastern Asia,Developing regions,1
1989,Emigrants,Wallis and Futuna Islands,Oceania,Polynesia,Developing regions,0
1989,Emigrants,Western Sahara,Africa,Northern Africa,Developing regions,0
1989,Emigrants,Yemen,Asia,Western Asia,Developing regions,1
1989,Emigrants,Zambia,Africa,Eastern Africa,Developing regions,7
1989,Emigrants,Zimbabwe,Africa,Eastern Africa,Developing regions,44
1989,Emigrants,Unknown,Unknown,Unknown,Unknown,3408
1989,Immigrants,Afghanistan,Asia,Southern Asia,Developing regions,0
1989,Immigrants,Albania,Europe,Southern Europe,Developed regions,0
1989,Immigrants,Algeria,Africa,Northern Africa,Developing regions,0
1989,Immigrants,American Samoa,Oceania,Polynesia,Developing regions,52
1989,Immigrants,Andorra,Europe,Southern Europe,Developed regions,1
1989,Immigrants,Angola,Africa,Middle Africa,Developing regions,0
1989,Immigrants,Anguilla,Latin America and the Caribbean,Caribbean,Developing regions,0
1989,Immigrants,Antigua and Barbuda,Latin America and the Caribbean,Caribbean,Developing regions,1
1989,Immigrants,Argentina,Latin America and the Caribbean,South America,Developing regions,22
1989,Immigrants,Armenia,Asia,Western Asia,Developing regions,0
1989,Immigrants,Aruba,Latin America and the Caribbean,Caribbean,Developing regions,0
1989,Immigrants,Australia,Oceania,Australia and New Zealand,Developed regions,13997
1989,Immigrants,Austria,Europe,Western Europe,Developed regions,59
1989,Immigrants,Azerbaijan,Asia,Western Asia,Developing regions,0
1989,Immigrants,Bahamas,Latin America and the Caribbean,Caribbean,Developing regions,0
1989,Immigrants,Bahrain,Asia,Western Asia,Developing regions,38
1989,Immigrants,Bangladesh,Asia,Southern Asia,Developing regions,18
1989,Immigrants,Barbados,Latin America and the Caribbean,Caribbean,Developing regions,1
1989,Immigrants,Belarus,Europe,Eastern Europe,Developed regions,0
1989,Immigrants,Belgium,Europe,Western Europe,Developed regions,35
1989,Immigrants,Belize,Latin America and the Caribbean,Central America,Developing regions,1
1989,Immigrants,Benin,Africa,Western Africa,Developing regions,0
1989,Immigrants,Bermuda,Northern America,Northern America,Developed regions,19
1989,Immigrants,Bhutan,Asia,Southern Asia,Developing regions,20
1989,Immigrants,Bolivia (Plurinational State of),Latin America and the Caribbean,South America,Developing regions,5
1989,Immigrants,Bosnia and Herzegovina,Europe,Southern Europe,Developed regions,0
1989,Immigrants,Botswana,Africa,Southern Africa,Developing regions,13
1989,Immigrants,Brazil,Latin America and the Caribbean,South America,Developing regions,47
1989,Immigrants,British Virgin Islands,Latin America and the Caribbean,Caribbean,Developing regions,0
1989,Immigrants,Brunei Darussalam,Asia,South-Eastern Asia,Developing regions,98
1989,Immigrants,Bulgaria,Europe,Eastern Europe,Developed regions,1
1989,Immigrants,Burkina Faso,Africa,Western Africa,Developing regions,0
1989,Immigrants,Burundi,Africa,Eastern Africa,Developing regions,0
1989,Immigrants,Cabo Verde,Africa,Western Africa,Developing regions,0
1989,Immigrants,Cambodia,Asia,South-Eastern Asia,Developing regions,4
1989,Immigrants,Cameroon,Africa,Middle Africa,Developing regions,0
1989,Immigrants,Canada,Northern America,Northern America,Developed regions,833
1989,Immigrants,Cayman Islands,Latin America and the Caribbean,Caribbean,Developing regions,3
1989,Immigrants,Central African Republic,Africa,Middle Africa,Developing regions,0
1989,Immigrants,Chad,Africa,Middle Africa,Developing regions,0
1989,Immigrants,Chile,Latin America and the Caribbean,South America,Developing regions,35
1989,Immigrants,China,Asia,Eastern Asia,Developing regions,381
1989,Immigrants,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Developing regions,1539
1989,Immigrants,"China, Macao Special Administrative Region",Asia,Eastern Asia,Developing regions,19
1989,Immigrants,Colombia,Latin America and the Caribbean,South America,Developing regions,3
1989,Immigrants,Comoros,Africa,Eastern Africa,Developing regions,0
1989,Immigrants,Congo,Africa,Middle Africa,Developing regions,2
1989,Immigrants,Cook Islands,Oceania,Polynesia,Developing regions,484
1989,Immigrants,Costa Rica,Latin America and the Caribbean,Central America,Developing regions,12
1989,Immigrants,Côte d'Ivoire,Africa,Western Africa,Developing regions,0
1989,Immigrants,Croatia,Europe,Southern Europe,Developed regions,0
1989,Immigrants,Cuba,Latin America and the Caribbean,Caribbean,Developing regions,0
1989,Immigrants,Cyprus,Asia,Western Asia,Developing regions,5
1989,Immigrants,Czech Republic,Europe,Eastern Europe,Developed regions,0
1989,Immigrants,Democratic People's Republic of Korea,Asia,Eastern Asia,Developing regions,0
1989,Immigrants,Democratic Republic of the Congo,Africa,Middle Africa,Developing regions,7
1989,Immigrants,Denmark,Europe,Northern Europe,Developed regions,91
1989,Immigrants,Djibouti,Africa,Eastern Africa,Developing regions,1
1989,Immigrants,Dominica,Latin America and the Caribbean,Caribbean,Developing regions,1
1989,Immigrants,Dominican Republic,Latin America and the Caribbean,Caribbean,Developing regions,0
1989,Immigrants,Ecuador,Latin America and the Caribbean,South America,Developing regions,18
1989,Immigrants,Egypt,Africa,Northern Africa,Developing regions,10
1989,Immigrants,El Salvador,Latin America and the Caribbean,Central America,Developing regions,1
1989,Immigrants,Equatorial Guinea,Africa,Middle Africa,Developing regions,0
1989,Immigrants,Eritrea,Africa,Eastern Africa,Developing regions,0
1989,Immigrants,Estonia,Europe,Northern Europe,Developed regions,0
1989,Immigrants,Ethiopia,Africa,Eastern Africa,Developing regions,7
1989,Immigrants,Faeroe Islands,Europe,Northern Europe,Developed regions,0
1989,Immigrants,Falkland Islands (Malvinas),Latin America and the Caribbean,South America,Developing regions,11
1989,Immigrants,Fiji,Oceania,Melanesia,Developing regions,2148
1989,Immigrants,Finland,Europe,Northern Europe,Developed regions,36
1989,Immigrants,France,Europe,Western Europe,Developed regions,126
1989,Immigrants,French Guiana,Latin America and the Caribbean,South America,Developing regions,1
1989,Immigrants,French Polynesia,Oceania,Polynesia,Developing regions,19
1989,Immigrants,Gabon,Africa,Middle Africa,Developing regions,2
1989,Immigrants,Gambia,Africa,Western Africa,Developing regions,6
1989,Immigrants,Georgia,Asia,Western Asia,Developing regions,0
1989,Immigrants,Germany,Europe,Western Europe,Developed regions,478
1989,Immigrants,Ghana,Africa,Western Africa,Developing regions,0
1989,Immigrants,Gibraltar,Europe,Southern Europe,Developed regions,0
1989,Immigrants,Greece,Europe,Southern Europe,Developed regions,135
1989,Immigrants,Greenland,Northern America,Northern America,Developed regions,0
1989,Immigrants,Grenada,Latin America and the Caribbean,Caribbean,Developing regions,0
1989,Immigrants,Guadeloupe,Latin America and the Caribbean,Caribbean,Developing regions,0
1989,Immigrants,Guam,Oceania,Micronesia,Developing regions,7
1989,Immigrants,Guatemala,Latin America and the Caribbean,Central America,Developing regions,0
1989,Immigrants,Guinea,Africa,Western Africa,Developing regions,0
1989,Immigrants,Guinea-Bissau,Africa,Western Africa,Developing regions,0
1989,Immigrants,Guyana,Latin America and the Caribbean,South America,Developing regions,3
1989,Immigrants,Haiti,Latin America and the Caribbean,Caribbean,Developing regions,0
1989,Immigrants,Holy See,Europe,Southern Europe,Developed regions,0
1989,Immigrants,Honduras,Latin America and the Caribbean,Central America,Developing regions,0
1989,Immigrants,Hungary,Europe,Eastern Europe,Developed regions,8
1989,Immigrants,Iceland,Europe,Northern Europe,Developed regions,17
1989,Immigrants,India,Asia,Southern Asia,Developing regions,242
1989,Immigrants,Indonesia,Asia,South-Eastern Asia,Developing regions,285
1989,Immigrants,Iran (Islamic Republic of),Asia,Southern Asia,Developing regions,121
1989,Immigrants,Iraq,Asia,Western Asia,Developing regions,2
1989,Immigrants,Ireland,Europe,Northern Europe,Developed regions,50
1989,Immigrants,Israel,Asia,Western Asia,Developing regions,57
1989,Immigrants,Italy,Europe,Southern Europe,Developed regions,50
1989,Immigrants,Jamaica,Latin America and the Caribbean,Caribbean,Developing regions,2
1989,Immigrants,Japan,Asia,Eastern Asia,Developed regions,1575
1989,Immigrants,Jordan,Asia,Western Asia,Developing regions,10
1989,Immigrants,Kazakhstan,Asia,Central Asia,Developing regions,0
1989,Immigrants,Kenya,Africa,Eastern Africa,Developing regions,37
1989,Immigrants,Kiribati,Oceania,Micronesia,Developing regions,35
1989,Immigrants,Kuwait,Asia,Western Asia,Developing regions,4
1989,Immigrants,Kyrgyzstan,Asia,Central Asia,Developing regions,0
1989,Immigrants,Lao People's Democratic Republic,Asia,South-Eastern Asia,Developing regions,1
1989,Immigrants,Latvia,Europe,Northern Europe,Developed regions,0
1989,Immigrants,Lebanon,Asia,Western Asia,Developing regions,6
1989,Immigrants,Lesotho,Africa,Southern Africa,Developing regions,4
1989,Immigrants,Liberia,Africa,Western Africa,Developing regions,0
1989,Immigrants,Libya,Africa,Northern Africa,Developing regions,1
1989,Immigrants,Liechtenstein,Europe,Western Europe,Developed regions,0
1989,Immigrants,Lithuania,Europe,Northern Europe,Developed regions,0
1989,Immigrants,Luxembourg,Europe,Western Europe,Developed regions,0
1989,Immigrants,Madagascar,Africa,Eastern Africa,Developing regions,1
1989,Immigrants,Malawi,Africa,Eastern Africa,Developing regions,8
1989,Immigrants,Malaysia,Asia,South-Eastern Asia,Developing regions,1199
1989,Immigrants,Maldives,Asia,Southern Asia,Developing regions,3
1989,Immigrants,Mali,Africa,Western Africa,Developing regions,0
1989,Immigrants,Malta,Europe,Southern Europe,Developed regions,4
1989,Immigrants,Marshall Islands,Oceania,Micronesia,Developing regions,5
1989,Immigrants,Martinique,Latin America and the Caribbean,Caribbean,Developing regions,1
1989,Immigrants,Mauritania,Africa,Western Africa,Developing regions,1
1989,Immigrants,Mauritius,Africa,Eastern Africa,Developing regions,0
1989,Immigrants,Mayotte,Africa,Eastern Africa,Developing regions,0
1989,Immigrants,Mexico,Latin America and the Caribbean,Central America,Developing regions,12
1989,Immigrants,Micronesia (Federated States of),Oceania,Micronesia,Developing regions,1
1989,Immigrants,Monaco,Europe,Western Europe,Developed regions,1
1989,Immigrants,Mongolia,Asia,Eastern Asia,Developing regions,0
1989,Immigrants,Montenegro,Europe,Southern Europe,Developed regions,0
1989,Immigrants,Montserrat,Latin America and the Caribbean,Caribbean,Developing regions,0
1989,Immigrants,Morocco,Africa,Northern Africa,Developing regions,0
1989,Immigrants,Mozambique,Africa,Eastern Africa,Developing regions,0
1989,Immigrants,Myanmar,Asia,South-Eastern Asia,Developing regions,24
1989,Immigrants,Namibia,Africa,Southern Africa,Developing regions,4
1989,Immigrants,Nauru,Oceania,Micronesia,Developing regions,16
1989,Immigrants,Nepal,Asia,Southern Asia,Developing regions,8
1989,Immigrants,Netherlands,Europe,Western Europe,Developed regions,750
1989,Immigrants,New Caledonia,Oceania,Melanesia,Developing regions,24
1989,Immigrants,Nicaragua,Latin America and the Caribbean,Central America,Developing regions,2
1989,Immigrants,Niger,Africa,Western Africa,Developing regions,0
1989,Immigrants,Nigeria,Africa,Western Africa,Developing regions,9
1989,Immigrants,Niue,Oceania,Polynesia,Developing regions,87
1989,Immigrants,Northern Mariana Islands,Oceania,Micronesia,Developing regions,0
1989,Immigrants,Norway,Europe,Northern Europe,Developed regions,73
1989,Immigrants,Oman,Asia,Western Asia,Developing regions,24
1989,Immigrants,Pakistan,Asia,Southern Asia,Developing regions,87
1989,Immigrants,Palau,Oceania,Micronesia,Developing regions,0
1989,Immigrants,Panama,Latin America and the Caribbean,Central America,Developing regions,1
1989,Immigrants,Papua New Guinea,Oceania,Melanesia,Developing regions,363
1989,Immigrants,Paraguay,Latin America and the Caribbean,South America,Developing regions,4
1989,Immigrants,Peru,Latin America and the Caribbean,South America,Developing regions,22
1989,Immigrants,Philippines,Asia,South-Eastern Asia,Developing regions,328
1989,Immigrants,Poland,Europe,Eastern Europe,Developed regions,31
1989,Immigrants,Portugal,Europe,Southern Europe,Developed regions,2
1989,Immigrants,Puerto Rico,Latin America and the Caribbean,Caribbean,Developing regions,2
1989,Immigrants,Qatar,Asia,Western Asia,Developing regions,4
1989,Immigrants,Republic of Korea,Asia,Eastern Asia,Developing regions,306
1989,Immigrants,Republic of Moldova,Europe,Eastern Europe,Developed regions,0
1989,Immigrants,Réunion,Africa,Eastern Africa,Developing regions,0
1989,Immigrants,Romania,Europe,Eastern Europe,Developed regions,4
1989,Immigrants,Russian Federation,Europe,Eastern Europe,Developed regions,0
1989,Immigrants,Rwanda,Africa,Eastern Africa,Developing regions,0
1989,Immigrants,Saint Helena,Africa,Western Africa,Developing regions,0
1989,Immigrants,Saint Kitts and Nevis,Latin America and the Caribbean,Caribbean,Developing regions,0
1989,Immigrants,Saint Lucia,Latin America and the Caribbean,Caribbean,Developing regions,2
1989,Immigrants,Saint Pierre and Miquelon,Northern America,Northern America,Developed regions,0
1989,Immigrants,Saint Vincent and the Grenadines,Latin America and the Caribbean,Caribbean,Developing regions,0
1989,Immigrants,Samoa,Oceania,Polynesia,Developing regions,1055
1989,Immigrants,San Marino,Europe,Southern Europe,Developed regions,0
1989,Immigrants,Sao Tome and Principe,Africa,Middle Africa,Developing regions,0
1989,Immigrants,Saudi Arabia,Asia,Western Asia,Developing regions,53
1989,Immigrants,Senegal,Africa,Western Africa,Developing regions,0
1989,Immigrants,Serbia,Europe,Southern Europe,Developed regions,0
1989,Immigrants,Seychelles,Africa,Eastern Africa,Developing regions,0
1989,Immigrants,Sierra Leone,Africa,Western Africa,Developing regions,0
1989,Immigrants,Singapore,Asia,South-Eastern Asia,Developing regions,1348
1989,Immigrants,Slovakia,Europe,Eastern Europe,Developed regions,0
1989,Immigrants,Slovenia,Europe,Southern Europe,Developed regions,0
1989,Immigrants,Solomon Islands,Oceania,Melanesia,Developing regions,85
1989,Immigrants,Somalia,Africa,Eastern Africa,Developing regions,5
1989,Immigrants,South Africa,Africa,Southern Africa,Developing regions,207
1989,Immigrants,Spain,Europe,Southern Europe,Developed regions,27
1989,Immigrants,Sri Lanka,Asia,Southern Asia,Developing regions,68
1989,Immigrants,State of Palestine,Asia,Western Asia,Developing regions,0
1989,Immigrants,Sudan,Africa,Northern Africa,Developing regions,0
1989,Immigrants,Suriname,Latin America and the Caribbean,South America,Developing regions,0
1989,Immigrants,Swaziland,Africa,Southern Africa,Developing regions,0
1989,Immigrants,Sweden,Europe,Northern Europe,Developed regions,206
1989,Immigrants,Switzerland,Europe,Western Europe,Developed regions,193
1989,Immigrants,Syrian Arab Republic,Asia,Western Asia,Developing regions,4
1989,Immigrants,Tajikistan,Asia,Central Asia,Developing regions,0
1989,Immigrants,Thailand,Asia,South-Eastern Asia,Developing regions,395
1989,Immigrants,The former Yugoslav Republic of Macedonia,Europe,Southern Europe,Developed regions,0
1989,Immigrants,Timor-Leste,Asia,South-Eastern Asia,Developing regions,0
1989,Immigrants,Togo,Africa,Western Africa,Developing regions,2
1989,Immigrants,Tokelau,Oceania,Polynesia,Developing regions,51
1989,Immigrants,Tonga,Oceania,Polynesia,Developing regions,368
1989,Immigrants,Trinidad and Tobago,Latin America and the Caribbean,Caribbean,Developing regions,2
1989,Immigrants,Tunisia,Africa,Northern Africa,Developing regions,0
1989,Immigrants,Turkey,Asia,Western Asia,Developing regions,20
1989,Immigrants,Turkmenistan,Asia,Central Asia,Developing regions,0
1989,Immigrants,Turks and Caicos Islands,Latin America and the Caribbean,Caribbean,Developing regions,0
1989,Immigrants,Tuvalu,Oceania,Polynesia,Developing regions,16
1989,Immigrants,Uganda,Africa,Eastern Africa,Developing regions,0
1989,Immigrants,Ukraine,Europe,Eastern Europe,Developed regions,0
1989,Immigrants,United Arab Emirates,Asia,Western Asia,Developing regions,43
1989,Immigrants,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Developed regions,10333
1989,Immigrants,United Republic of Tanzania,Africa,Eastern Africa,Developing regions,19
1989,Immigrants,United States of America,Northern America,Northern America,Developed regions,2165
1989,Immigrants,United States Virgin Islands,Latin America and the Caribbean,Caribbean,Developing regions,1
1989,Immigrants,Uruguay,Latin America and the Caribbean,South America,Developing regions,0
1989,Immigrants,Uzbekistan,Asia,Central Asia,Developing regions,0
1989,Immigrants,Vanuatu,Oceania,Melanesia,Developing regions,65
1989,Immigrants,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America,Developing regions,27
1989,Immigrants,Viet Nam,Asia,South-Eastern Asia,Developing regions,619
1989,Immigrants,Wallis and Futuna Islands,Oceania,Polynesia,Developing regions,0
1989,Immigrants,Western Sahara,Africa,Northern Africa,Developing regions,0
1989,Immigrants,Yemen,Asia,Western Asia,Developing regions,0
1989,Immigrants,Zambia,Africa,Eastern Africa,Developing regions,30
1989,Immigrants,Zimbabwe,Africa,Eastern Africa,Developing regions,57
1989,Immigrants,Unknown,Unknown,Unknown,Unknown,5020
1990,Emigrants,Afghanistan,Asia,Southern Asia,Developing regions,1
1990,Emigrants,Albania,Europe,Southern Europe,Developed regions,0
1990,Emigrants,Algeria,Africa,Northern Africa,Developing regions,1
1990,Emigrants,American Samoa,Oceania,Polynesia,Developing regions,43
1990,Emigrants,Andorra,Europe,Southern Europe,Developed regions,0
1990,Emigrants,Angola,Africa,Middle Africa,Developing regions,0
1990,Emigrants,Anguilla,Latin America and the Caribbean,Caribbean,Developing regions,0
1990,Emigrants,Antigua and Barbuda,Latin America and the Caribbean,Caribbean,Developing regions,1
1990,Emigrants,Argentina,Latin America and the Caribbean,South America,Developing regions,17
1990,Emigrants,Armenia,Asia,Western Asia,Developing regions,0
1990,Emigrants,Aruba,Latin America and the Caribbean,Caribbean,Developing regions,0
1990,Emigrants,Australia,Oceania,Australia and New Zealand,Developed regions,19608
1990,Emigrants,Austria,Europe,Western Europe,Developed regions,43
1990,Emigrants,Azerbaijan,Asia,Western Asia,Developing regions,0
1990,Emigrants,Bahamas,Latin America and the Caribbean,Caribbean,Developing regions,1
1990,Emigrants,Bahrain,Asia,Western Asia,Developing regions,26
1990,Emigrants,Bangladesh,Asia,Southern Asia,Developing regions,23
1990,Emigrants,Barbados,Latin America and the Caribbean,Caribbean,Developing regions,2
1990,Emigrants,Belarus,Europe,Eastern Europe,Developed regions,0
1990,Emigrants,Belgium,Europe,Western Europe,Developed regions,60
1990,Emigrants,Belize,Latin America and the Caribbean,Central America,Developing regions,0
1990,Emigrants,Benin,Africa,Western Africa,Developing regions,5
1990,Emigrants,Bermuda,Northern America,Northern America,Developed regions,4
1990,Emigrants,Bhutan,Asia,Southern Asia,Developing regions,15
1990,Emigrants,Bolivia (Plurinational State of),Latin America and the Caribbean,South America,Developing regions,3
1990,Emigrants,Bosnia and Herzegovina,Europe,Southern Europe,Developed regions,0
1990,Emigrants,Botswana,Africa,Southern Africa,Developing regions,13
1990,Emigrants,Brazil,Latin America and the Caribbean,South America,Developing regions,43
1990,Emigrants,British Virgin Islands,Latin America and the Caribbean,Caribbean,Developing regions,6
1990,Emigrants,Brunei Darussalam,Asia,South-Eastern Asia,Developing regions,24
1990,Emigrants,Bulgaria,Europe,Eastern Europe,Developed regions,0
1990,Emigrants,Burkina Faso,Africa,Western Africa,Developing regions,0
1990,Emigrants,Burundi,Africa,Eastern Africa,Developing regions,1
1990,Emigrants,Cabo Verde,Africa,Western Africa,Developing regions,0
1990,Emigrants,Cambodia,Asia,South-Eastern Asia,Developing regions,2
1990,Emigrants,Cameroon,Africa,Middle Africa,Developing regions,0
1990,Emigrants,Canada,Northern America,Northern America,Developed regions,973
1990,Emigrants,Cayman Islands,Latin America and the Caribbean,Caribbean,Developing regions,2
1990,Emigrants,Central African Republic,Africa,Middle Africa,Developing regions,0
1990,Emigrants,Chad,Africa,Middle Africa,Developing regions,0
1990,Emigrants,Chile,Latin America and the Caribbean,South America,Developing regions,45
1990,Emigrants,China,Asia,Eastern Asia,Developing regions,82
1990,Emigrants,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Developing regions,351
1990,Emigrants,"China, Macao Special Administrative Region",Asia,Eastern Asia,Developing regions,2
1990,Emigrants,Colombia,Latin America and the Caribbean,South America,Developing regions,5
1990,Emigrants,Comoros,Africa,Eastern Africa,Developing regions,0
1990,Emigrants,Congo,Africa,Middle Africa,Developing regions,2
1990,Emigrants,Cook Islands,Oceania,Polynesia,Developing regions,460
1990,Emigrants,Costa Rica,Latin America and the Caribbean,Central America,Developing regions,16
1990,Emigrants,Côte d'Ivoire,Africa,Western Africa,Developing regions,1
1990,Emigrants,Croatia,Europe,Southern Europe,Developed regions,0
1990,Emigrants,Cuba,Latin America and the Caribbean,Caribbean,Developing regions,0
1990,Emigrants,Cyprus,Asia,Western Asia,Developing regions,7
1990,Emigrants,Czech Republic,Europe,Eastern Europe,Developed regions,0
1990,Emigrants,Democratic People's Republic of Korea,Asia,Eastern Asia,Developing regions,0
1990,Emigrants,Democratic Republic of the Congo,Africa,Middle Africa,Developing regions,3
1990,Emigrants,Denmark,Europe,Northern Europe,Developed regions,75
1990,Emigrants,Djibouti,Africa,Eastern Africa,Developing regions,0
1990,Emigrants,Dominica,Latin America and the Caribbean,Caribbean,Developing regions,1
1990,Emigrants,Dominican Republic,Latin America and the Caribbean,Caribbean,Developing regions,2
1990,Emigrants,Ecuador,Latin America and the Caribbean,South America,Developing regions,6
1990,Emigrants,Egypt,Africa,Northern Africa,Developing regions,13
1990,Emigrants,El Salvador,Latin America and the Caribbean,Central America,Developing regions,1
1990,Emigrants,Equatorial Guinea,Africa,Middle Africa,Developing regions,0
1990,Emigrants,Eritrea,Africa,Eastern Africa,Developing regions,0
1990,Emigrants,Estonia,Europe,Northern Europe,Developed regions,0
1990,Emigrants,Ethiopia,Africa,Eastern Africa,Developing regions,3
1990,Emigrants,Faeroe Islands,Europe,Northern Europe,Developed regions,0
1990,Emigrants,Falkland Islands (Malvinas),Latin America and the Caribbean,South America,Developing regions,11
1990,Emigrants,Fiji,Oceania,Melanesia,Developing regions,511
1990,Emigrants,Finland,Europe,Northern Europe,Developed regions,23
1990,Emigrants,France,Europe,Western Europe,Developed regions,170
1990,Emigrants,French Guiana,Latin America and the Caribbean,South America,Developing regions,0
1990,Emigrants,French Polynesia,Oceania,Polynesia,Developing regions,27
1990,Emigrants,Gabon,Africa,Middle Africa,Developing regions,0
1990,Emigrants,Gambia,Africa,Western Africa,Developing regions,0
1990,Emigrants,Georgia,Asia,Western Asia,Developing regions,0
1990,Emigrants,Germany,Europe,Western Europe,Developed regions,280
1990,Emigrants,Ghana,Africa,Western Africa,Developing regions,4
1990,Emigrants,Gibraltar,Europe,Southern Europe,Developed regions,1
1990,Emigrants,Greece,Europe,Southern Europe,Developed regions,46
1990,Emigrants,Greenland,Northern America,Northern America,Developed regions,0
1990,Emigrants,Grenada,Latin America and the Caribbean,Caribbean,Developing regions,0
1990,Emigrants,Guadeloupe,Latin America and the Caribbean,Caribbean,Developing regions,0
1990,Emigrants,Guam,Oceania,Micronesia,Developing regions,22
1990,Emigrants,Guatemala,Latin America and the Caribbean,Central America,Developing regions,0
1990,Emigrants,Guinea,Africa,Western Africa,Developing regions,0
1990,Emigrants,Guinea-Bissau,Africa,Western Africa,Developing regions,0
1990,Emigrants,Guyana,Latin America and the Caribbean,South America,Developing regions,0
1990,Emigrants,Haiti,Latin America and the Caribbean,Caribbean,Developing regions,0
1990,Emigrants,Holy See,Europe,Southern Europe,Developed regions,0
1990,Emigrants,Honduras,Latin America and the Caribbean,Central America,Developing regions,4
1990,Emigrants,Hungary,Europe,Eastern Europe,Developed regions,16
1990,Emigrants,Iceland,Europe,Northern Europe,Developed regions,6
1990,Emigrants,India,Asia,Southern Asia,Developing regions,171
1990,Emigrants,Indonesia,Asia,South-Eastern Asia,Developing regions,177
1990,Emigrants,Iran (Islamic Republic of),Asia,Southern Asia,Developing regions,9
1990,Emigrants,Iraq,Asia,Western Asia,Developing regions,0
1990,Emigrants,Ireland,Europe,Northern Europe,Developed regions,155
1990,Emigrants,Israel,Asia,Western Asia,Developing regions,61
1990,Emigrants,Italy,Europe,Southern Europe,Developed regions,50
1990,Emigrants,Jamaica,Latin America and the Caribbean,Caribbean,Developing regions,6
1990,Emigrants,Japan,Asia,Eastern Asia,Developed regions,661
1990,Emigrants,Jordan,Asia,Western Asia,Developing regions,8
1990,Emigrants,Kazakhstan,Asia,Central Asia,Developing regions,0
1990,Emigrants,Kenya,Africa,Eastern Africa,Developing regions,24
1990,Emigrants,Kiribati,Oceania,Micronesia,Developing regions,14
1990,Emigrants,Kuwait,Asia,Western Asia,Developing regions,0
1990,Emigrants,Kyrgyzstan,Asia,Central Asia,Developing regions,0
1990,Emigrants,Lao People's Democratic Republic,Asia,South-Eastern Asia,Developing regions,2
1990,Emigrants,Latvia,Europe,Northern Europe,Developed regions,0
1990,Emigrants,Lebanon,Asia,Western Asia,Developing regions,0
1990,Emigrants,Lesotho,Africa,Southern Africa,Developing regions,0
1990,Emigrants,Liberia,Africa,Western Africa,Developing regions,0
1990,Emigrants,Libya,Africa,Northern Africa,Developing regions,1
1990,Emigrants,Liechtenstein,Europe,Western Europe,Developed regions,0
1990,Emigrants,Lithuania,Europe,Northern Europe,Developed regions,0
1990,Emigrants,Luxembourg,Europe,Western Europe,Developed regions,2
1990,Emigrants,Madagascar,Africa,Eastern Africa,Developing regions,0
1990,Emigrants,Malawi,Africa,Eastern Africa,Developing regions,9
1990,Emigrants,Malaysia,Asia,South-Eastern Asia,Developing regions,580
1990,Emigrants,Maldives,Asia,Southern Asia,Developing regions,0
1990,Emigrants,Mali,Africa,Western Africa,Developing regions,0
1990,Emigrants,Malta,Europe,Southern Europe,Developed regions,2
1990,Emigrants,Marshall Islands,Oceania,Micronesia,Developing regions,15
1990,Emigrants,Martinique,Latin America and the Caribbean,Caribbean,Developing regions,0
1990,Emigrants,Mauritania,Africa,Western Africa,Developing regions,0
1990,Emigrants,Mauritius,Africa,Eastern Africa,Developing regions,1
1990,Emigrants,Mayotte,Africa,Eastern Africa,Developing regions,0
1990,Emigrants,Mexico,Latin America and the Caribbean,Central America,Developing regions,11
1990,Emigrants,Micronesia (Federated States of),Oceania,Micronesia,Developing regions,6
1990,Emigrants,Monaco,Europe,Western Europe,Developed regions,3
1990,Emigrants,Mongolia,Asia,Eastern Asia,Developing regions,0
1990,Emigrants,Montenegro,Europe,Southern Europe,Developed regions,0
1990,Emigrants,Montserrat,Latin America and the Caribbean,Caribbean,Developing regions,0
1990,Emigrants,Morocco,Africa,Northern Africa,Developing regions,5
1990,Emigrants,Mozambique,Africa,Eastern Africa,Developing regions,2
1990,Emigrants,Myanmar,Asia,South-Eastern Asia,Developing regions,7
1990,Emigrants,Namibia,Africa,Southern Africa,Developing regions,1
1990,Emigrants,Nauru,Oceania,Micronesia,Developing regions,7
1990,Emigrants,Nepal,Asia,Southern Asia,Developing regions,10
1990,Emigrants,Netherlands,Europe,Western Europe,Developed regions,472
1990,Emigrants,New Caledonia,Oceania,Melanesia,Developing regions,35
1990,Emigrants,Nicaragua,Latin America and the Caribbean,Central America,Developing regions,1
